Store_Id,Channel_Id,Retailer,Distributor_Name,Region,Country,State,City,Tier
S121,CH002,Reliance Fresh,,South,India,Karnataka,Hubballi,Tier 3
S122,CH002,Reliance Fresh,,South,India,Karnataka,Hubballi,Tier 3
S123,CH002,D Mart,,South,India,Karnataka,Hubballi,Tier 3
S124,CH002,D Mart,,South,India,Karnataka,Hubballi,Tier 3
S125,CH002,Vishal Mega Mart,,South,India,Karnataka,Hubballi,Tier 3
S126,CH002,Vishal Mega Mart,,South,India,Karnataka,Hubballi,Tier 3
S127,CH002,More Retail,,South,India,Karnataka,Hubballi,Tier 3
S128,CH002,More Retail,,South,India,Karnataka,Hubballi,Tier 3
S129,CH002,Heritage Fresh,,South,India,Karnataka,Hubballi,Tier 3
S130,CH002,Heritage Fresh,,South,India,Karnataka,Hubballi,Tier 3
S131,CH002,Reliance Fresh,,South,India,Tamil Nadu,Madurai,Tier 3
S132,CH002,Reliance Fresh,,South,India,Tamil Nadu,Madurai,Tier 3
S133,CH002,D Mart,,South,India,Tamil Nadu,Madurai,Tier 3
S134,CH002,D Mart,,South,India,Tamil Nadu,Madurai,Tier 3
S135,CH002,Vishal Mega Mart,,South,India,Tamil Nadu,Madurai,Tier 3
S136,CH002,Vishal Mega Mart,,South,India,Tamil Nadu,Madurai,Tier 3
S137,CH002,More Retail,,South,India,Tamil Nadu,Madurai,Tier 3
S138,CH002,More Retail,,South,India,Tamil Nadu,Madurai,Tier 3
S139,CH002,Heritage Fresh,,South,India,Tamil Nadu,Madurai,Tier 3
S140,CH002,Heritage Fresh,,South,India,Tamil Nadu,Madurai,Tier 3
S141,CH002,Reliance Fresh,,South,India,Tamil Nadu,Salem,Tier 3
S142,CH002,Reliance Fresh,,South,India,Tamil Nadu,Salem,Tier 3
S143,CH002,D Mart,,South,India,Tamil Nadu,Salem,Tier 3
S144,CH002,D Mart,,South,India,Tamil Nadu,Salem,Tier 3
S145,CH002,Vishal Mega Mart,,South,India,Tamil Nadu,Salem,Tier 3
S146,CH002,Vishal Mega Mart,,South,India,Tamil Nadu,Salem,Tier 3
S147,CH002,More Retail,,South,India,Tamil Nadu,Salem,Tier 3
S148,CH002,More Retail,,South,India,Tamil Nadu,Salem,Tier 3
S149,CH002,Heritage Fresh,,South,India,Tamil Nadu,Salem,Tier 3
S150,CH002,Heritage Fresh,,South,India,Tamil Nadu,Salem,Tier 3
S151,CH002,Reliance Fresh,,East,India,West Bengal,Durgapur,Tier 3
S152,CH002,Reliance Fresh,,East,India,West Bengal,Durgapur,Tier 3
S153,CH002,D Mart,,East,India,West Bengal,Durgapur,Tier 3
S154,CH002,D Mart,,East,India,West Bengal,Durgapur,Tier 3
S155,CH002,Vishal Mega Mart,,East,India,West Bengal,Durgapur,Tier 3
S156,CH002,Vishal Mega Mart,,East,India,West Bengal,Durgapur,Tier 3
S157,CH002,More Retail,,East,India,West Bengal,Durgapur,Tier 3
S158,CH002,More Retail,,East,India,West Bengal,Durgapur,Tier 3
S159,CH002,Heritage Fresh,,East,India,West Bengal,Durgapur,Tier 3
S160,CH002,Heritage Fresh,,East,India,West Bengal,Durgapur,Tier 3
S161,CH002,Reliance Fresh,,East,India,West Bengal,Siliguri,Tier 3
S162,CH002,Reliance Fresh,,East,India,West Bengal,Siliguri,Tier 3
S163,CH002,D Mart,,East,India,West Bengal,Siliguri,Tier 3
S164,CH002,D Mart,,East,India,West Bengal,Siliguri,Tier 3
S165,CH002,Vishal Mega Mart,,East,India,West Bengal,Siliguri,Tier 3
S166,CH002,Vishal Mega Mart,,East,India,West Bengal,Siliguri,Tier 3
S167,CH002,More Retail,,East,India,West Bengal,Siliguri,Tier 3
S168,CH002,More Retail,,East,India,West Bengal,Siliguri,Tier 3
S169,CH002,Heritage Fresh,,East,India,West Bengal,Siliguri,Tier 3
S170,CH002,Heritage Fresh,,East,India,West Bengal,Siliguri,Tier 3
S171,CH002,Reliance Fresh,,Central,India,Madhya Pradesh,Bhopal,Tier 3
S172,CH002,Reliance Fresh,,Central,India,Madhya Pradesh,Bhopal,Tier 3
S173,CH002,D Mart,,Central,India,Madhya Pradesh,Bhopal,Tier 3
S174,CH002,D Mart,,Central,India,Madhya Pradesh,Bhopal,Tier 3
S175,CH002,Vishal Mega Mart,,Central,India,Madhya Pradesh,Bhopal,Tier 3
S176,CH002,Vishal Mega Mart,,Central,India,Madhya Pradesh,Bhopal,Tier 3
S177,CH002,More Retail,,Central,India,Madhya Pradesh,Bhopal,Tier 3
S178,CH002,More Retail,,Central,India,Madhya Pradesh,Bhopal,Tier 3
S179,CH002,Heritage Fresh,,Central,India,Madhya Pradesh,Bhopal,Tier 3
S180,CH002,Heritage Fresh,,Central,India,Madhya Pradesh,Bhopal,Tier 3
S181,CH002,Reliance Fresh,,Central,India,Madhya Pradesh,Gwalior,Tier 3
S182,CH002,Reliance Fresh,,Central,India,Madhya Pradesh,Gwalior,Tier 3
S183,CH002,D Mart,,Central,India,Madhya Pradesh,Gwalior,Tier 3
S184,CH002,D Mart,,Central,India,Madhya Pradesh,Gwalior,Tier 3
S185,CH002,Vishal Mega Mart,,Central,India,Madhya Pradesh,Gwalior,Tier 3
S186,CH002,Vishal Mega Mart,,Central,India,Madhya Pradesh,Gwalior,Tier 3
S187,CH002,More Retail,,Central,India,Madhya Pradesh,Gwalior,Tier 3
S188,CH002,More Retail,,Central,India,Madhya Pradesh,Gwalior,Tier 3
S189,CH002,Heritage Fresh,,Central,India,Madhya Pradesh,Gwalior,Tier 3
S190,CH002,Heritage Fresh,,Central,India,Madhya Pradesh,Gwalior,Tier 3
S191,CH002,Reliance Fresh,,North,India,Punjab,Jalandhar,Tier 3
S192,CH002,Reliance Fresh,,North,India,Punjab,Jalandhar,Tier 3
S193,CH002,D Mart,,North,India,Punjab,Jalandhar,Tier 3
S194,CH002,D Mart,,North,India,Punjab,Jalandhar,Tier 3
S195,CH002,Vishal Mega Mart,,North,India,Punjab,Jalandhar,Tier 3
S196,CH002,Vishal Mega Mart,,North,India,Punjab,Jalandhar,Tier 3
S197,CH002,More Retail,,North,India,Punjab,Jalandhar,Tier 3
S198,CH002,More Retail,,North,India,Punjab,Jalandhar,Tier 3
S199,CH002,Heritage Fresh,,North,India,Punjab,Jalandhar,Tier 3
S200,CH002,Heritage Fresh,,North,India,Punjab,Jalandhar,Tier 3
S201,CH002,Reliance Fresh,,West,India,Gujarat,Rajkot,Tier 3
S202,CH002,Reliance Fresh,,West,India,Gujarat,Rajkot,Tier 3
S203,CH002,D Mart,,West,India,Gujarat,Rajkot,Tier 3
S204,CH002,D Mart,,West,India,Gujarat,Rajkot,Tier 3
S205,CH002,Vishal Mega Mart,,West,India,Gujarat,Rajkot,Tier 3
S206,CH002,Vishal Mega Mart,,West,India,Gujarat,Rajkot,Tier 3
S207,CH002,More Retail,,West,India,Gujarat,Rajkot,Tier 3
S208,CH002,More Retail,,West,India,Gujarat,Rajkot,Tier 3
S209,CH002,Heritage Fresh,,West,India,Gujarat,Rajkot,Tier 3
S210,CH002,Heritage Fresh,,West,India,Gujarat,Rajkot,Tier 3
S211,CH001,Amazon,,North,India,Delhi,Delhi,Tier 1
S212,CH001,Flipkart,,North,India,Delhi,Delhi,Tier 1
S213,CH001,Amazon,,West,India,Maharashtra,Mumbai,Tier 1
S214,CH001,Flipkart,,West,India,Maharashtra,Mumbai,Tier 1
S215,CH001,Amazon,,South,India,Karnataka,Bengaluru,Tier 1
S216,CH001,Flipkart,,South,India,Karnataka,Bengaluru,Tier 1
S217,CH001,Amazon,,South,India,Tamil Nadu,Chennai,Tier 1
S218,CH001,Flipkart,,South,India,Tamil Nadu,Chennai,Tier 1
S219,CH001,Amazon,,South,India,Telangana,Hyderabad,Tier 1
S220,CH001,Flipkart,,South,India,Telangana,Hyderabad,Tier 1
S221,CH003,GT001,,North,India,Delhi,Delhi,Tier 1
S222,CH003,GT002,,North,India,Delhi,Delhi,Tier 1
S223,CH003,GT003,,North,India,Delhi,Delhi,Tier 1
S224,CH003,GT004,,North,India,Delhi,Delhi,Tier 1
S225,CH003,GT005,,North,India,Delhi,Delhi,Tier 1
S226,CH003,GT006,,North,India,Delhi,Delhi,Tier 1
S227,CH003,GT007,,North,India,Delhi,Delhi,Tier 1
S228,CH003,GT008,,North,India,Delhi,Delhi,Tier 1
S229,CH003,GT009,,North,India,Delhi,Delhi,Tier 1
S230,CH003,GT010,,North,India,Delhi,Delhi,Tier 1
S231,CH003,GT011,,West,India,Maharashtra,Mumbai,Tier 1
S232,CH003,GT012,,West,India,Maharashtra,Mumbai,Tier 1
S233,CH003,GT013,,West,India,Maharashtra,Mumbai,Tier 1
S234,CH003,GT014,,West,India,Maharashtra,Mumbai,Tier 1
S235,CH003,GT015,,West,India,Maharashtra,Mumbai,Tier 1
S236,CH003,GT016,,West,India,Maharashtra,Mumbai,Tier 1
S237,CH003,GT017,,West,India,Maharashtra,Mumbai,Tier 1
S238,CH003,GT018,,West,India,Maharashtra,Mumbai,Tier 1
S239,CH003,GT019,,West,India,Maharashtra,Mumbai,Tier 1
S240,CH003,GT020,,West,India,Maharashtra,Mumbai,Tier 1
S241,CH003,GT021,,South,India,Karnataka,Bengaluru,Tier 1
S242,CH003,GT022,,South,India,Karnataka,Bengaluru,Tier 1
S243,CH003,GT023,,South,India,Karnataka,Bengaluru,Tier 1
S244,CH003,GT024,,South,India,Karnataka,Bengaluru,Tier 1
S245,CH003,GT025,,South,India,Karnataka,Bengaluru,Tier 1
S246,CH003,GT026,,South,India,Karnataka,Bengaluru,Tier 1
S247,CH003,GT027,,South,India,Karnataka,Bengaluru,Tier 1
S248,CH003,GT028,,South,India,Karnataka,Bengaluru,Tier 1
S249,CH003,GT029,,South,India,Karnataka,Bengaluru,Tier 1
S250,CH003,GT030,,South,India,Karnataka,Bengaluru,Tier 1
S251,CH003,GT031,,South,India,Tamil Nadu,Chennai,Tier 1
S252,CH003,GT032,,South,India,Tamil Nadu,Chennai,Tier 1
S253,CH003,GT033,,South,India,Tamil Nadu,Chennai,Tier 1
S254,CH003,GT034,,South,India,Tamil Nadu,Chennai,Tier 1
S255,CH003,GT035,,South,India,Tamil Nadu,Chennai,Tier 1
S256,CH003,GT036,,South,India,Tamil Nadu,Chennai,Tier 1
S257,CH003,GT037,,South,India,Tamil Nadu,Chennai,Tier 1
S258,CH003,GT038,,South,India,Tamil Nadu,Chennai,Tier 1
S259,CH003,GT039,,South,India,Tamil Nadu,Chennai,Tier 1
S260,CH003,GT040,,South,India,Tamil Nadu,Chennai,Tier 1
S261,CH003,GT041,,South,India,Telangana,Hyderabad,Tier 1
S262,CH003,GT042,,South,India,Telangana,Hyderabad,Tier 1
S263,CH003,GT043,,South,India,Telangana,Hyderabad,Tier 1
S264,CH003,GT044,,South,India,Telangana,Hyderabad,Tier 1
S265,CH003,GT045,,South,India,Telangana,Hyderabad,Tier 1
S266,CH003,GT046,,South,India,Telangana,Hyderabad,Tier 1
S267,CH003,GT047,,South,India,Telangana,Hyderabad,Tier 1
S268,CH003,GT048,,South,India,Telangana,Hyderabad,Tier 1
S269,CH003,GT049,,South,India,Telangana,Hyderabad,Tier 1
S270,CH003,GT050,,South,India,Telangana,Hyderabad,Tier 1
S271,CH003,GT051,,North,India,Chandigarh,Chandigarh,Tier 2
S272,CH003,GT052,,North,India,Chandigarh,Chandigarh,Tier 2
S273,CH003,GT053,,North,India,Chandigarh,Chandigarh,Tier 2
S274,CH003,GT054,,North,India,Chandigarh,Chandigarh,Tier 2
S275,CH003,GT055,,North,India,Chandigarh,Chandigarh,Tier 2
S276,CH003,GT056,,North,India,Chandigarh,Chandigarh,Tier 2
S277,CH003,GT057,,North,India,Chandigarh,Chandigarh,Tier 2
S278,CH003,GT058,,North,India,Chandigarh,Chandigarh,Tier 2
S279,CH003,GT059,,North,India,Chandigarh,Chandigarh,Tier 2
S280,CH003,GT060,,North,India,Chandigarh,Chandigarh,Tier 2
S281,CH003,GT061,,Central,India,Madhya Pradesh,Indore,Tier 2
S282,CH003,GT062,,Central,India,Madhya Pradesh,Indore,Tier 2
S283,CH003,GT063,,Central,India,Madhya Pradesh,Indore,Tier 2
S284,CH003,GT064,,Central,India,Madhya Pradesh,Indore,Tier 2
S285,CH003,GT065,,Central,India,Madhya Pradesh,Indore,Tier 2
S286,CH003,GT066,,Central,India,Madhya Pradesh,Indore,Tier 2
S287,CH003,GT067,,Central,India,Madhya Pradesh,Indore,Tier 2
S288,CH003,GT068,,Central,India,Madhya Pradesh,Indore,Tier 2
S289,CH003,GT069,,Central,India,Madhya Pradesh,Indore,Tier 2
S290,CH003,GT070,,Central,India,Madhya Pradesh,Indore,Tier 2
S291,CH003,GT071,,West,India,Rajasthan,Udaipur,Tier 2
S292,CH003,GT072,,West,India,Rajasthan,Udaipur,Tier 2
S293,CH003,GT073,,West,India,Rajasthan,Udaipur,Tier 2
S294,CH003,GT074,,West,India,Rajasthan,Udaipur,Tier 2
S295,CH003,GT075,,West,India,Rajasthan,Udaipur,Tier 2
S296,CH003,GT076,,West,India,Rajasthan,Udaipur,Tier 2
S297,CH003,GT077,,West,India,Rajasthan,Udaipur,Tier 2
S298,CH003,GT078,,West,India,Rajasthan,Udaipur,Tier 2
S299,CH003,GT079,,West,India,Rajasthan,Udaipur,Tier 2
S300,CH003,GT080,,West,India,Rajasthan,Udaipur,Tier 2
S301,CH003,GT081,,North,India,Punjab,Amritsar,Tier 2
S302,CH003,GT082,,North,India,Punjab,Amritsar,Tier 2
S303,CH003,GT083,,North,India,Punjab,Amritsar,Tier 2
S304,CH003,GT084,,North,India,Punjab,Amritsar,Tier 2
S305,CH003,GT085,,North,India,Punjab,Amritsar,Tier 2
S306,CH003,GT086,,North,India,Punjab,Amritsar,Tier 2
S307,CH003,GT087,,North,India,Punjab,Amritsar,Tier 2
S308,CH003,GT088,,North,India,Punjab,Amritsar,Tier 2
S309,CH003,GT089,,North,India,Punjab,Amritsar,Tier 2
S310,CH003,GT090,,North,India,Punjab,Amritsar,Tier 2
S311,CH003,GT091,,West,India,Maharashtra,Nagpur,Tier 2
S312,CH003,GT092,,West,India,Maharashtra,Nagpur,Tier 2
S313,CH003,GT093,,West,India,Maharashtra,Nagpur,Tier 2
S314,CH003,GT094,,West,India,Maharashtra,Nagpur,Tier 2
S315,CH003,GT095,,West,India,Maharashtra,Nagpur,Tier 2
S316,CH003,GT096,,West,India,Maharashtra,Nagpur,Tier 2
S317,CH003,GT097,,West,India,Maharashtra,Nagpur,Tier 2
S318,CH003,GT098,,West,India,Maharashtra,Nagpur,Tier 2
S319,CH003,GT099,,West,India,Maharashtra,Nagpur,Tier 2
S320,CH003,GT100,,West,India,Maharashtra,Nagpur,Tier 2
S321,CH003,GT101,,South,India,Karnataka,Mysuru,Tier 2
S322,CH003,GT102,,South,India,Karnataka,Mysuru,Tier 2
S323,CH003,GT103,,South,India,Karnataka,Mysuru,Tier 2
S324,CH003,GT104,,South,India,Karnataka,Mysuru,Tier 2
S325,CH003,GT105,,South,India,Karnataka,Mysuru,Tier 2
S326,CH003,GT106,,South,India,Karnataka,Mysuru,Tier 2
S327,CH003,GT107,,South,India,Karnataka,Mysuru,Tier 2
S328,CH003,GT108,,South,India,Karnataka,Mysuru,Tier 2
S329,CH003,GT109,,South,India,Karnataka,Mysuru,Tier 2
S330,CH003,GT110,,South,India,Karnataka,Mysuru,Tier 2
S331,CH003,GT111,,South,India,Tamil Nadu,Coimbatore,Tier 2
S332,CH003,GT112,,South,India,Tamil Nadu,Coimbatore,Tier 2
S333,CH003,GT113,,South,India,Tamil Nadu,Coimbatore,Tier 2
S334,CH003,GT114,,South,India,Tamil Nadu,Coimbatore,Tier 2
S335,CH003,GT115,,South,India,Tamil Nadu,Coimbatore,Tier 2
S336,CH003,GT116,,South,India,Tamil Nadu,Coimbatore,Tier 2
S337,CH003,GT117,,South,India,Tamil Nadu,Coimbatore,Tier 2
S338,CH003,GT118,,South,India,Tamil Nadu,Coimbatore,Tier 2
S339,CH003,GT119,,South,India,Tamil Nadu,Coimbatore,Tier 2
S340,CH003,GT120,,South,India,Tamil Nadu,Coimbatore,Tier 2
S341,CH003,GT121,,South,India,Karnataka,Hubballi,Tier 3
S342,CH003,GT122,,South,India,Karnataka,Hubballi,Tier 3
S343,CH003,GT123,,South,India,Karnataka,Hubballi,Tier 3
S344,CH003,GT124,,South,India,Karnataka,Hubballi,Tier 3
S345,CH003,GT125,,South,India,Karnataka,Hubballi,Tier 3
S346,CH003,GT126,,South,India,Karnataka,Hubballi,Tier 3
S347,CH003,GT127,,South,India,Karnataka,Hubballi,Tier 3
S348,CH003,GT128,,South,India,Karnataka,Hubballi,Tier 3
S349,CH003,GT129,,South,India,Karnataka,Hubballi,Tier 3
S350,CH003,GT130,,South,India,Karnataka,Hubballi,Tier 3
S351,CH003,GT131,,South,India,Tamil Nadu,Madurai,Tier 3
S352,CH003,GT132,,South,India,Tamil Nadu,Madurai,Tier 3
S353,CH003,GT133,,South,India,Tamil Nadu,Madurai,Tier 3
S354,CH003,GT134,,South,India,Tamil Nadu,Madurai,Tier 3
S355,CH003,GT135,,South,India,Tamil Nadu,Madurai,Tier 3
S356,CH003,GT136,,South,India,Tamil Nadu,Madurai,Tier 3
S357,CH003,GT137,,South,India,Tamil Nadu,Madurai,Tier 3
S358,CH003,GT138,,South,India,Tamil Nadu,Madurai,Tier 3
S359,CH003,GT139,,South,India,Tamil Nadu,Madurai,Tier 3
S360,CH003,GT140,,South,India,Tamil Nadu,Madurai,Tier 3
S361,CH003,GT141,,South,India,Tamil Nadu,Salem,Tier 3
S362,CH003,GT142,,South,India,Tamil Nadu,Salem,Tier 3
S363,CH003,GT143,,South,India,Tamil Nadu,Salem,Tier 3
S364,CH003,GT144,,South,India,Tamil Nadu,Salem,Tier 3
S365,CH003,GT145,,South,India,Tamil Nadu,Salem,Tier 3
S366,CH003,GT146,,South,India,Tamil Nadu,Salem,Tier 3
S367,CH003,GT147,,South,India,Tamil Nadu,Salem,Tier 3
S368,CH003,GT148,,South,India,Tamil Nadu,Salem,Tier 3
S369,CH003,GT149,,South,India,Tamil Nadu,Salem,Tier 3
S370,CH003,GT150,,South,India,Tamil Nadu,Salem,Tier 3
S371,CH003,GT151,,East,India,West Bengal,Durgapur,Tier 3
S372,CH003,GT152,,East,India,West Bengal,Durgapur,Tier 3
S373,CH003,GT153,,East,India,West Bengal,Durgapur,Tier 3
